date,energy,time_hours,time_period,moth
2014-12-26,1.654,8,PM,December
2014-09-22,0.813,6,PM,September
2014-09-06,0.58,3,PM,September
2014-01-23,0.332,2,AM,January
2014-06-04,0.882,12,PM,June
2014-01-22,0.85,12,PM,January
2014-09-14,0.305,10,PM,September
2014-02-25,1.607,5,PM,February
2014-03-26,0.197,9,AM,March
2014-06-30,0.551,9,AM,June
2014-04-12,0.119,10,PM,April
2014-02-09,1.716,8,AM,February
2014-09-01,0.392,11,AM,September
2014-04-27,0.205,10,AM,April
2014-07-10,4.363,7,PM,July
2014-06-07,1.602,11,PM,June
2014-11-13,0.153,3,PM,November
2014-06-27,1.474,10,PM,June
2014-06-17,0.927,10,PM,June
2014-03-11,1.046,6,AM,March
2014-01-12,1.056,12,PM,January
2014-09-16,0.238,10,AM,September
2014-11-16,0.147,1,AM,November
2014-11-13,0.092,1,AM,November
2014-04-25,0.049,2,AM,April
2014-05-30,0.288,2,PM,May
2014-12-25,0.233,1,AM,December
2014-08-31,0.799,9,PM,August
2014-07-28,1.027,8,AM,July
2014-09-17,0.424,9,PM,September
2014-08-17,0.552,11,PM,August
2014-10-15,0.338,9,PM,October
2014-02-01,1.037,4,PM,February
2014-12-09,0.462,10,AM,December
2014-04-07,0.316,5,PM,April
2014-11-27,0.61,6,AM,November
2014-04-18,0.116,8,AM,April
2014-09-17,0.249,4,PM,September
2014-09-28,0.523,4,PM,September
2014-03-12,0.173,3,AM,March
2014-01-09,1.05,11,AM,January
2014-07-12,0.749,5,AM,July
2014-03-11,1.05,8,PM,March
2014-12-26,0.37,10,AM,December
2014-01-05,0.522,4,AM,January
2014-11-13,0.234,11,PM,November
2014-10-18,0.31,11,AM,October
2014-10-19,0.811,8,AM,October
2014-11-22,0.614,8,AM,November
2014-12-23,0.374,10,AM,December
2014-04-24,0.168,10,PM,April
2014-07-13,2.03,4,PM,July
2014-07-08,3.586,7,PM,July
2014-04-07,0.073,12,AM,April
2014-08-02,1.264,4,PM,August
2014-01-09,2.496,5,PM,January
2014-03-16,0.727,5,PM,March
2014-09-20,0.223,1,AM,September
2014-02-11,0.437,3,PM,February
2014-04-21,0.05,1,AM,April
2014-12-07,0.607,9,PM,December
2014-11-13,0.112,9,AM,November
2014-12-09,2.0,7,PM,December
2014-08-31,1.793,6,PM,August
2014-01-28,0.712,8,AM,January
2014-11-27,0.155,1,PM,November
2014-12-09,0.451,11,PM,December
2014-03-25,0.557,9,PM,March
2014-09-11,0.134,3,AM,September
2014-02-18,1.901,8,PM,February
2014-03-02,0.451,11,AM,March
2014-05-04,0.589,12,AM,May
2014-09-09,0.272,8,AM,September
2014-12-09,0.202,2,AM,December
2014-02-21,0.514,2,PM,February
2014-12-22,0.567,11,AM,December
2014-06-14,1.814,4,PM,June
2014-01-11,4.032,6,PM,January
2014-08-03,1.123,9,AM,August
2014-12-30,0.323,12,AM,December
2014-07-15,2.496,5,PM,July
2014-07-18,0.557,4,AM,July
2014-05-10,0.845,7,AM,May
2014-09-22,0.308,2,PM,September
2014-01-09,1.03,10,PM,January
2014-11-18,0.58,6,PM,November
2014-12-01,1.056,6,AM,December
2014-09-29,0.308,8,AM,September
2014-10-26,0.184,3,AM,October
2014-07-11,2.983,5,AM,July
2014-06-09,0.353,3,AM,June
2014-10-06,0.324,12,PM,October
2014-12-18,1.34,6,PM,December
2014-12-09,0.3,12,AM,December
2014-10-18,0.606,11,PM,October
2014-12-09,0.44,8,AM,December
2014-08-31,1.872,8,AM,August
2014-01-24,0.904,3,PM,January
2014-12-27,0.376,2,AM,December
2014-04-09,0.077,12,AM,April
2014-10-05,0.437,5,PM,October
2014-12-27,0.274,4,AM,December
2014-12-12,1.687,5,PM,December
2014-02-21,1.092,11,PM,February
2014-06-03,0.619,3,PM,June
2014-05-10,1.368,8,PM,May
2014-05-02,1.181,7,PM,May
2014-03-15,0.67,4,PM,March
2014-07-23,1.027,4,PM,July
2014-04-13,0.621,6,PM,April
2014-10-21,0.247,8,AM,October
2014-03-09,0.344,11,PM,March
2014-12-24,0.374,8,AM,December
2014-07-18,1.094,3,PM,July
2014-11-07,0.216,9,PM,November
2014-12-04,0.231,3,AM,December
2014-05-12,0.552,9,PM,May
2014-08-18,1.824,8,PM,August
2014-03-28,0.19,4,AM,March
2014-12-02,0.484,11,PM,December
2014-08-15,1.004,7,AM,August
2014-07-28,0.566,2,AM,July
2014-08-03,0.486,10,PM,August
2014-10-05,0.158,4,AM,October
2014-03-16,0.749,2,PM,March
2014-12-15,0.556,10,PM,December
2014-05-16,1.454,7,PM,May
2014-06-17,3.143,7,PM,June
2014-06-11,1.863,7,AM,June
2014-03-16,0.209,3,AM,March
2014-12-07,1.426,7,AM,December
2014-12-06,0.594,1,PM,December
2014-04-03,0.275,7,AM,April
2014-06-28,0.875,1,PM,June
2014-10-20,0.254,1,PM,October
2014-08-26,2.182,7,PM,August
2014-10-29,0.269,8,AM,October
2014-05-23,1.009,5,PM,May
2014-04-05,0.283,2,PM,April
2014-11-28,0.48,5,AM,November
2014-06-11,0.567,9,AM,June
2014-05-05,0.141,1,AM,May
2014-11-09,0.299,12,AM,November
2014-11-03,0.491,5,PM,November
2014-05-19,1.102,5,PM,May
2014-07-08,0.864,9,AM,July
2014-10-23,0.202,3,PM,October
2014-08-06,0.534,11,PM,August
2014-05-03,0.85,4,PM,May
2014-07-23,2.429,5,AM,July
2014-06-07,2.786,7,PM,June
2014-07-20,2.333,5,PM,July
2014-04-18,0.276,11,PM,April
2014-09-12,0.328,9,PM,September
2014-06-29,0.738,11,PM,June
2014-08-14,0.259,2,AM,August
2014-02-22,1.411,7,AM,February
2014-03-09,0.283,3,AM,March
2014-01-27,2.976,8,PM,January
2014-10-28,0.297,11,AM,October
2014-05-10,0.533,12,PM,May
2014-01-10,0.356,4,AM,January
2014-04-01,0.1,12,AM,April
2014-08-22,0.418,4,PM,August
2014-06-30,2.765,8,PM,June
2014-04-22,0.153,11,PM,April
2014-04-25,0.123,11,AM,April
2014-07-08,2.765,6,AM,July
2014-02-09,2.074,7,PM,February
2014-11-16,0.302,12,PM,November
2014-11-16,0.31,12,AM,November
2014-05-23,0.278,12,AM,May
2014-08-05,0.492,12,PM,August
2014-05-31,0.634,4,PM,May
2014-09-05,0.539,10,PM,September
2014-10-26,0.146,2,AM,October
2014-12-31,0.567,11,AM,December
2014-01-16,2.07,7,AM,January
2014-05-08,0.288,2,PM,May
2014-11-17,0.225,11,PM,November
2014-11-02,0.648,7,PM,November
2014-06-12,0.806,4,PM,June
2014-12-02,1.43,5,PM,December
2014-09-11,0.181,9,AM,September
2014-04-21,0.264,5,AM,April
2014-09-25,0.774,5,PM,September
2014-08-06,0.562,10,AM,August
2014-12-01,0.352,1,PM,December
2014-09-16,0.113,2,AM,September
2014-07-29,3.226,6,AM,July
2014-05-29,0.778,6,AM,May
2014-09-10,0.928,5,PM,September
2014-03-29,0.197,2,AM,March
2014-06-24,2.47,6,PM,June
2014-01-24,0.8,9,PM,January
2014-08-04,0.538,2,PM,August
2014-08-23,1.576,8,AM,August
2014-07-29,2.964,5,PM,July
2014-02-08,1.145,4,PM,February
2014-07-29,1.922,7,AM,July
2014-03-09,1.382,8,PM,March
2014-03-25,0.412,11,AM,March
2014-02-28,0.394,1,PM,February
2014-07-16,4.147,8,PM,July
2014-09-17,0.133,1,AM,September
2014-06-02,0.378,1,AM,June
2014-03-16,0.512,6,AM,March
2014-01-01,0.332,2,AM,January
2014-10-26,0.306,9,PM,October
2014-02-17,1.112,7,AM,February
2014-07-23,1.879,7,AM,July
2014-12-14,2.257,6,PM,December
2014-04-19,0.099,3,AM,April
2014-10-01,0.261,11,PM,October
2014-07-24,1.018,8,AM,July
2014-08-01,0.557,9,PM,August
2014-02-16,1.469,7,AM,February
2014-02-21,0.25,3,AM,February
2014-10-25,0.972,8,PM,October
2014-05-24,0.742,5,PM,May
2014-01-04,1.776,2,PM,January
2014-12-14,1.03,5,PM,December
2014-02-03,0.413,8,AM,February
2014-07-17,1.272,10,PM,July
2014-03-14,0.46,11,AM,March
2014-11-12,0.223,12,PM,November
2014-03-13,0.272,8,AM,March
2014-05-07,0.218,9,AM,May
2014-06-17,0.72,4,PM,June
2014-07-15,0.59,9,AM,July
2014-04-05,0.556,7,PM,April
2014-04-30,0.083,9,AM,April
2014-05-05,0.226,12,AM,May
2014-03-20,0.262,9,AM,March
2014-07-24,1.152,9,PM,July
2014-06-29,0.562,3,AM,June
2014-08-09,1.763,8,AM,August
2014-08-08,0.806,10,PM,August
2014-01-05,1.44,2,PM,January
2014-05-19,0.342,2,PM,May
2014-10-08,0.351,12,PM,October
2014-08-11,1.814,6,PM,August
2014-12-26,1.355,6,PM,December
2014-12-18,0.462,4,PM,December
2014-05-28,0.138,1,AM,May
2014-11-03,0.157,12,AM,November
2014-09-23,0.91,5,PM,September
2014-06-04,1.636,7,AM,June
2014-03-03,0.179,4,AM,March
2014-03-27,0.42,12,PM,March
2014-01-12,1.128,11,AM,January
2014-10-21,0.351,12,PM,October
2014-09-29,0.336,3,PM,September
2014-11-08,0.162,9,PM,November
2014-05-05,0.288,8,AM,May
2014-01-11,1.712,12,AM,January
2014-03-29,0.8,11,PM,March
2014-07-03,3.12,5,PM,July
2014-11-27,0.079,2,AM,November
2014-11-24,0.281,9,PM,November
2014-05-09,0.272,4,PM,May
2014-04-08,0.344,6,PM,April
2014-11-12,0.107,2,AM,November
2014-01-17,0.768,8,AM,January
2014-03-19,0.155,4,AM,March
2014-11-28,0.331,10,PM,November
2014-05-15,0.583,7,AM,May
2014-04-10,0.466,8,PM,April
2014-05-12,0.192,1,AM,May
2014-07-22,2.794,6,AM,July
2014-03-06,0.346,1,PM,March
2014-11-11,0.098,2,AM,November
2014-03-02,1.526,7,PM,March
2014-04-01,0.135,10,PM,April
2014-02-04,0.583,9,PM,February
2014-03-22,0.672,11,PM,March
2014-02-01,1.814,8,PM,February
2014-06-13,2.477,8,PM,June
2014-08-12,0.398,1,PM,August
2014-11-18,0.095,3,AM,November
2014-09-01,0.161,4,AM,September
2014-09-14,0.416,1,PM,September
2014-06-22,1.685,3,PM,June
2014-01-03,2.624,8,PM,January
2014-10-18,0.827,8,AM,October
2014-07-12,3.715,8,PM,July
2014-09-23,0.118,2,AM,September
2014-03-01,0.394,10,AM,March
2014-05-22,0.356,11,PM,May
2014-10-04,0.641,7,AM,October
2014-05-09,0.404,12,PM,May
2014-04-29,0.403,8,PM,April
2014-10-28,0.348,11,PM,October
2014-10-29,0.252,4,PM,October
2014-05-07,0.378,8,AM,May
2014-05-08,0.182,3,AM,May
2014-11-06,0.644,5,PM,November
2014-08-17,0.382,3,AM,August
2014-04-09,0.421,6,AM,April
2014-03-22,0.894,8,AM,March
2014-02-28,1.38,11,PM,February
2014-06-16,0.835,3,PM,June
2014-12-27,1.702,8,AM,December
2014-01-05,0.654,2,AM,January
2014-12-19,1.725,6,PM,December
2014-04-03,0.171,10,PM,April
2014-10-09,1.264,7,PM,October
2014-10-12,0.31,11,AM,October
2014-01-17,0.472,4,AM,January
2014-02-26,0.283,3,AM,February
2014-10-02,0.349,9,PM,October
2014-08-28,1.656,6,AM,August
2014-12-15,0.253,1,AM,December
2014-03-01,1.584,8,PM,March
2014-03-25,0.348,12,PM,March
2014-06-13,0.648,9,PM,June
2014-08-14,0.562,3,PM,August
2014-07-06,1.632,2,PM,July
2014-01-19,1.728,4,PM,January
2014-03-18,0.926,5,PM,March
2014-07-10,1.428,11,AM,July
2014-06-08,0.583,1,AM,June
2014-08-12,0.528,4,PM,August
2014-12-02,0.458,3,PM,December
2014-11-12,0.2,3,PM,November
2014-06-17,0.641,10,AM,June
2014-11-21,0.15,12,AM,November
2014-02-21,0.221,2,AM,February
2014-02-27,1.188,5,AM,February
2014-04-22,0.113,4,PM,April
2014-10-25,0.425,10,AM,October
2014-11-01,0.149,1,AM,November
2014-05-06,0.278,3,PM,May
2014-01-08,0.94,11,AM,January
2014-09-20,1.121,7,PM,September
2014-01-03,1.302,10,PM,January
2014-06-10,0.85,3,PM,June
2014-09-08,0.319,10,PM,September
2014-10-11,0.583,9,AM,October
2014-07-18,0.571,1,AM,July
2014-01-08,0.582,9,AM,January
2014-10-14,0.312,10,PM,October
2014-04-16,0.13,3,PM,April
2014-11-26,0.574,5,AM,November
2014-04-06,0.203,10,AM,April
2014-12-28,1.096,7,AM,December
2014-06-17,1.814,6,AM,June
2014-08-01,0.342,12,AM,August
2014-12-07,1.129,3,PM,December
2014-12-05,1.089,5,AM,December
2014-11-13,0.216,9,PM,November
2014-06-14,1.966,7,AM,June
2014-04-14,0.146,12,PM,April
2014-01-16,0.776,2,PM,January
2014-12-07,0.713,2,PM,December
2014-02-13,0.349,9,AM,February
2014-02-07,0.262,3,AM,February
2014-06-07,1.123,1,PM,June
2014-02-15,2.376,6,PM,February
2014-06-06,0.742,2,PM,June
2014-06-07,0.529,4,AM,June
2014-08-14,2.441,7,PM,August
2014-04-13,0.197,2,PM,April
2014-03-26,1.152,7,PM,March
2014-06-02,0.99,11,PM,June
2014-03-16,0.499,1,PM,March
2014-12-20,0.587,10,AM,December
2014-06-14,0.432,2,AM,June
2014-02-10,0.413,1,PM,February
2014-04-29,0.128,12,PM,April
2014-10-18,0.514,12,AM,October
2014-12-23,0.317,9,AM,December
2014-11-30,0.122,2,AM,November
2014-11-19,0.158,10,AM,November
2014-06-29,0.837,10,PM,June
2014-09-02,0.274,3,PM,September
2014-11-07,0.515,5,AM,November
2014-01-09,1.87,5,AM,January
2014-11-22,0.535,7,AM,November
2014-08-05,0.385,12,AM,August
2014-04-23,0.147,11,PM,April
2014-07-08,1.116,12,PM,July
2014-08-01,1.685,5,PM,August
2014-05-03,0.197,3,AM,May
2014-01-18,1.512,4,PM,January
2014-11-02,0.155,2,AM,November
2014-09-09,0.291,1,PM,September
2014-02-25,0.221,1,AM,February
2014-02-22,0.528,9,PM,February
2014-12-12,0.378,3,PM,December
2014-07-22,2.534,5,AM,July
2014-11-11,0.212,11,PM,November
2014-11-29,0.47,3,PM,November
2014-06-22,1.058,11,AM,June
2014-06-26,3.272,7,PM,June
2014-08-13,1.505,5,AM,August
2014-12-16,1.32,6,AM,December
2014-01-22,1.826,5,AM,January
2014-03-31,0.152,1,AM,March
2014-01-10,0.84,1,PM,January
2014-05-19,1.51,8,PM,May
2014-03-07,0.174,1,AM,March
2014-12-18,0.475,8,AM,December
2014-09-30,0.286,2,PM,September
2014-08-23,0.797,2,PM,August
2014-04-24,0.048,3,AM,April
2014-12-26,0.387,3,PM,December
2014-07-30,0.523,4,AM,July
2014-12-15,1.465,6,AM,December
2014-10-19,1.015,8,PM,October
2014-01-25,1.472,2,PM,January
2014-10-01,0.689,6,PM,October
2014-04-08,0.141,10,PM,April
2014-02-11,0.636,12,PM,February
2014-03-23,1.04,8,AM,March
2014-05-01,0.149,4,AM,May
2014-07-18,1.085,1,PM,July
2014-09-14,0.204,1,AM,September
2014-12-12,0.35,9,AM,December
2014-11-02,0.266,11,PM,November
2014-10-04,0.414,1,PM,October
2014-10-18,0.252,10,PM,October
2014-10-15,0.662,6,AM,October
2014-06-26,0.403,3,AM,June
2014-10-17,0.785,5,AM,October
2014-08-04,0.66,11,PM,August
2014-01-23,1.284,9,PM,January
2014-10-06,0.733,5,AM,October
2014-02-08,0.998,2,PM,February
2014-06-03,3.305,7,PM,June
2014-04-14,0.146,10,PM,April
2014-07-15,1.272,10,PM,July
2014-10-04,0.513,5,PM,October
2014-03-02,0.206,5,AM,March
2014-11-11,0.189,10,AM,November
2014-01-07,0.8,4,PM,January
2014-10-11,0.626,4,PM,October
2014-12-08,1.756,6,PM,December
2014-10-29,0.206,2,PM,October
2014-04-09,0.104,2,PM,April
2014-08-25,0.538,3,PM,August
2014-09-05,0.269,1,PM,September
2014-10-26,0.632,9,AM,October
2014-08-17,2.592,6,PM,August
2014-08-08,0.509,2,PM,August
2014-07-27,0.612,5,AM,July
2014-04-27,0.207,1,PM,April
2014-12-29,0.37,3,PM,December
2014-01-16,0.388,4,AM,January
2014-01-04,0.51,5,AM,January
2014-06-06,1.393,7,AM,June
2014-01-24,1.624,10,PM,January
2014-10-26,0.328,11,AM,October
2014-09-25,0.816,5,AM,September
2014-03-22,0.499,12,PM,March
2014-08-05,1.254,5,AM,August
2014-11-22,0.365,9,AM,November
2014-03-23,0.499,9,PM,March
2014-02-09,0.998,12,AM,February
2014-12-16,0.572,11,AM,December
2014-02-08,0.749,1,PM,February
2014-08-16,0.907,5,PM,August
2014-05-27,0.128,2,AM,May
2014-05-04,0.595,6,AM,May
2014-09-18,1.088,6,PM,September
2014-08-07,0.31,9,AM,August
2014-04-11,0.216,7,AM,April
2014-04-15,0.121,4,PM,April
2014-10-21,1.008,6,PM,October
2014-07-06,2.266,6,AM,July
2014-04-13,0.278,9,AM,April
2014-09-12,0.21,12,AM,September
2014-11-29,0.12,2,AM,November
2014-08-03,0.95,2,PM,August
2014-04-02,0.103,4,PM,April
2014-09-22,0.322,10,PM,September
2014-07-19,2.256,11,PM,July
2014-06-09,3.564,7,PM,June
2014-09-25,0.235,1,PM,September
2014-08-22,1.037,7,AM,August
2014-06-25,0.72,3,PM,June
2014-08-16,0.331,1,AM,August
2014-03-17,0.271,9,AM,March
2014-06-22,3.078,8,PM,June
2014-11-13,0.112,12,AM,November
2014-02-27,0.385,12,AM,February
2014-09-06,0.428,12,PM,September
2014-10-18,0.54,9,AM,October
2014-11-12,0.948,7,PM,November
2014-08-14,1.426,5,AM,August
2014-06-13,0.288,2,AM,June
2014-06-02,0.873,12,PM,June
2014-04-30,0.189,9,PM,April
2014-11-25,0.146,9,AM,November
2014-03-19,0.346,4,PM,March
2014-09-12,0.291,11,AM,September
2014-02-05,0.342,12,AM,February
2014-10-02,0.274,2,PM,October
2014-12-26,0.353,9,AM,December
2014-03-29,0.408,10,AM,March
2014-03-09,0.547,1,PM,March
2014-03-25,0.704,5,AM,March
2014-04-30,0.171,11,PM,April
2014-01-13,1.368,9,PM,January
2014-01-26,3.528,7,PM,January
2014-06-29,1.31,2,PM,June
2014-07-03,0.95,10,AM,July
2014-07-10,3.125,6,PM,July
2014-03-06,0.298,2,PM,March
2014-09-04,0.272,8,AM,September
2014-10-31,0.274,8,AM,October
2014-06-18,0.738,11,PM,June
2014-01-13,0.784,1,PM,January
2014-12-02,2.158,7,PM,December
2014-01-14,0.444,1,AM,January
2014-04-26,0.098,2,AM,April
2014-11-03,0.085,1,AM,November
2014-06-05,1.008,12,PM,June
2014-04-20,0.166,9,PM,April
2014-10-03,0.24,3,PM,October
2014-02-01,1.404,8,AM,February
2014-06-29,0.572,1,AM,June
2014-04-14,0.091,12,AM,April
2014-05-31,0.557,12,AM,May
2014-05-31,0.547,11,AM,May
2014-01-22,1.17,11,PM,January
2014-10-08,0.33,11,AM,October
2014-12-10,0.535,9,PM,December
2014-05-04,0.95,7,AM,May
2014-06-22,0.567,4,AM,June
2014-06-01,1.483,6,AM,June
2014-08-15,1.342,5,PM,August
2014-12-29,0.567,12,PM,December
2014-07-17,1.483,9,PM,July
2014-10-02,0.194,10,AM,October
2014-07-06,1.397,9,PM,July
2014-11-07,0.209,1,PM,November
2014-02-21,0.446,1,PM,February
2014-05-18,0.389,10,AM,May
2014-12-14,1.056,7,AM,December
2014-04-07,0.31,6,AM,April
2014-03-05,0.336,11,PM,March
2014-08-30,1.142,12,AM,August
2014-03-31,0.204,12,AM,March
2014-08-20,0.257,4,AM,August
2014-02-10,1.999,6,PM,February
2014-08-04,0.242,1,AM,August
2014-06-13,3.046,7,PM,June
2014-08-23,1.944,8,PM,August
2014-08-02,1.123,3,PM,August
2014-05-07,0.396,10,PM,May
2014-12-21,0.98,5,PM,December
2014-02-03,0.51,11,PM,February
2014-09-25,0.329,12,PM,September
2014-10-20,0.128,4,AM,October
2014-04-27,0.221,5,PM,April
2014-01-17,1.992,6,AM,January
2014-06-09,1.588,7,AM,June
2014-12-03,0.37,8,AM,December
2014-08-19,2.17,8,PM,August
2014-02-04,1.613,6,AM,February
2014-07-08,0.912,2,PM,July
2014-03-25,1.512,7,PM,March
2014-11-09,0.948,8,PM,November
2014-07-28,1.32,12,PM,July
2014-12-09,1.54,6,PM,December
2014-05-12,1.512,7,PM,May
2014-11-19,0.182,3,PM,November
2014-01-06,0.372,1,AM,January
2014-01-13,0.452,1,AM,January
2014-07-08,1.066,10,AM,July
2014-04-26,0.18,10,AM,April
2014-06-10,0.778,8,AM,June
2014-04-01,0.389,6,AM,April
2014-06-15,0.864,11,PM,June
2014-04-04,0.082,12,AM,April
2014-12-20,1.02,9,AM,December
2014-05-16,0.36,11,AM,May
2014-06-11,1.112,9,PM,June
2014-03-25,0.262,3,PM,March
2014-12-19,1.244,5,PM,December
2014-03-14,1.31,7,PM,March
2014-07-27,2.131,2,PM,July
2014-01-18,0.648,2,AM,January
2014-02-01,0.41,5,AM,February
2014-12-09,1.346,6,AM,December
2014-01-10,1.12,12,PM,January
2014-11-20,0.572,6,AM,November
2014-05-18,0.509,1,PM,May
2014-02-02,0.713,11,AM,February
2014-11-09,0.392,6,AM,November
2014-03-11,1.166,7,PM,March
2014-02-26,1.958,8,PM,February
2014-07-09,1.02,12,PM,July
2014-03-09,0.655,9,AM,March
2014-12-24,1.079,7,AM,December
2014-08-07,0.618,12,PM,August
2014-05-21,0.291,4,PM,May
2014-04-03,0.47,8,PM,April
2014-08-27,0.41,9,AM,August
2014-06-17,0.792,11,AM,June
2014-07-06,0.864,3,AM,July
2014-02-27,0.271,1,AM,February
2014-06-03,2.974,6,PM,June
2014-07-09,0.538,2,AM,July
2014-09-21,0.197,1,AM,September
2014-01-21,0.44,4,AM,January
2014-10-20,0.204,4,PM,October
2014-07-31,2.966,6,AM,July
2014-04-23,0.106,9,AM,April
2014-03-11,0.346,1,PM,March
2014-02-02,0.324,2,AM,February
2014-07-02,0.538,1,AM,July
2014-06-11,1.901,6,AM,June
2014-11-16,0.218,10,PM,November
2014-10-29,0.922,8,PM,October
2014-11-10,0.505,5,AM,November
2014-12-02,1.201,6,AM,December
2014-08-27,1.294,5,AM,August
2014-06-29,1.411,6,AM,June
2014-03-22,0.85,5,PM,March
2014-01-21,3.672,7,PM,January
2014-06-27,0.382,1,AM,June
2014-03-02,0.626,9,AM,March
2014-08-17,1.285,5,PM,August
2014-12-03,0.594,12,PM,December
2014-01-02,0.69,12,AM,January
2014-02-02,1.094,6,AM,February
2014-11-02,0.348,9,AM,November
2014-07-01,2.508,5,AM,July
2014-12-12,0.515,9,PM,December
2014-10-13,0.096,2,AM,October
2014-05-07,0.942,5,AM,May
2014-10-25,0.557,2,PM,October
2014-03-23,0.283,5,AM,March
2014-12-18,1.782,7,PM,December
2014-09-23,0.241,3,PM,September
2014-05-17,0.211,3,AM,May
2014-06-09,0.32,2,AM,June
2014-03-06,1.248,5,PM,March
2014-12-24,0.649,11,PM,December
2014-06-10,1.987,6,AM,June
2014-09-15,1.266,8,PM,September
2014-06-06,1.096,10,PM,June
2014-09-10,0.144,3,AM,September
2014-04-05,0.311,9,AM,April
2014-02-09,1.048,5,PM,February
2014-02-11,0.245,4,AM,February
2014-04-10,0.605,7,PM,April
2014-04-11,0.167,12,PM,April
2014-01-11,0.48,4,AM,January
2014-04-10,0.324,6,AM,April
2014-05-20,0.192,9,AM,May
2014-11-25,0.234,11,AM,November
2014-04-21,0.126,2,PM,April
2014-05-25,0.432,9,PM,May
2014-02-19,0.57,11,AM,February
2014-06-12,0.432,4,AM,June
2014-05-24,0.552,1,PM,May
2014-03-11,1.019,6,PM,March
2014-10-22,0.212,12,AM,October
2014-11-13,0.594,5,AM,November
2014-02-03,0.446,1,PM,February
2014-09-27,0.227,3,AM,September
2014-06-20,0.299,4,AM,June
2014-06-19,2.293,6,PM,June
2014-04-18,0.292,6,AM,April
2014-01-03,0.448,1,AM,January
2014-02-27,0.624,11,PM,February
2014-09-28,0.2,1,AM,September
2014-10-20,0.282,12,PM,October
2014-01-02,0.678,9,AM,January
2014-01-18,0.606,5,AM,January
2014-12-23,1.679,6,PM,December
2014-04-01,0.33,5,AM,April
2014-03-30,0.368,11,PM,March
2014-08-04,0.432,8,AM,August
2014-07-01,4.32,7,PM,July
2014-12-30,0.356,8,AM,December
2014-09-06,0.21,1,AM,September
2014-07-03,1.152,12,PM,July
2014-05-11,0.442,10,AM,May
2014-04-20,0.1,5,AM,April
2014-03-14,0.181,4,AM,March
2014-11-05,0.584,5,AM,November
2014-10-13,0.524,7,AM,October
2014-05-20,0.226,12,AM,May
2014-05-01,0.799,7,AM,May
2014-07-22,0.403,4,AM,July
2014-12-19,0.449,10,AM,December
2014-06-12,3.046,7,PM,June
2014-09-17,1.449,7,PM,September
2014-06-29,1.296,1,PM,June
2014-01-29,0.96,3,PM,January
2014-06-22,0.864,12,PM,June
2014-02-16,1.75,6,PM,February
2014-09-26,0.224,9,PM,September
2014-03-15,0.294,10,PM,March
2014-02-26,1.778,5,PM,February
2014-04-18,0.049,3,AM,April
2014-09-22,0.26,4,PM,September
2014-07-30,1.404,12,PM,July
2014-08-08,1.728,6,AM,August
2014-11-05,0.225,11,PM,November
2014-05-04,1.656,7,PM,May
2014-06-30,0.828,12,PM,June
2014-05-31,0.552,10,AM,May
2014-01-13,3.248,6,PM,January
2014-05-09,0.138,4,AM,May
2014-09-22,0.227,8,AM,September
2014-05-04,0.364,11,PM,May
